cast,directors,genre,rating,runtime,summary,title,writers
"[{'character': 'Arthur Fleck', 'name': 'Joaquin Phoenix'}, {'character': 'Murray Franklin', 'name': 'Robert De Niro'}, {'character': 'Sophie Dumond', 'name': 'Zazie Beetz'}, {'character': 'Penny Fleck', 'name': 'Frances Conroy'}, {'character': 'Thomas Wayne', 'name': 'Brett Cullen'}, {'character': 'Detective Burke', 'name': 'Shea Whigham'}, {'character': 'Detective Garrity', 'name': 'Bill Camp'}, {'character': 'Randall', 'name': 'Glenn Fleshler'}, {'character': 'Gary', 'name': 'Leigh Gill'}, {'character': 'Hoyt Vaughn', 'name': 'Josh Pais'}, {'character': 'GiGi Dumond', 'name': 'Rocco Luna'}, {'character': 'Gene Ufland', 'name': 'Marc Maron'}, {'character': 'Dr. Sally', 'name': 'Sondra James'}, {'character': ""Barry O'Donnell"", 'name': 'Murphy Guyer'}, {'character': 'Alfred Pennyworth', 'name': 'Douglas Hodge'}]",Todd Phillips,Crime,65.,2h 2min,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",Joker,Todd Phillips
"[{'character': 'WALL·E', 'name': 'Ben Burtt'}, {'character': 'EVE', 'name': 'Elissa Knight'}, {'character': 'Captain', 'name': 'Jeff Garlin'}, {'character': 'Shelby Forthright', 'name': 'Fred Willard'}, {'character': 'AUTO', 'name': 'MacInTalk'}, {'character': 'John', 'name': 'John Ratzenberger'}, {'character': 'Mary', 'name': 'Kathy Najimy'}, {'character': ""Ship's Computer"", 'name': 'Sigourney Weaver'}, {'character': 'Steward Bots', 'name': 'Teddy Newton'}, {'character': ""Forthright's Advisor"", 'name': 'Bob Bergen'}, {'character': 'Axiom Passenger #3', 'name': 'John Cygan'}, {'character': 'Lifeguard Bot', 'name': 'Pete Docter'}, {'character': 'Axiom Passenger #12', 'name': 'Paul Eiding'}, {'character': 'Axiom Passenger #7', 'name': 'Donald Fullilove'}, {'character': None, 'name': 'Teresa Ganzel'}]",Andrew Stanton,Animation,61.,1h 38min,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",WALL·E,Andrew Stanton
"[{'character': 'Tony Stark', 'name': 'Robert Downey Jr.'}, {'character': 'Thor', 'name': 'Chris Hemsworth'}, {'character': 'Bruce Banner', 'name': 'Mark Ruffalo'}, {'character': 'Steve Rogers', 'name': 'Chris Evans'}, {'character': 'Natasha Romanoff', 'name': 'Scarlett Johansson'}, {'character': 'James Rhodes', 'name': 'Don Cheadle'}, {'character': 'Doctor Strange', 'name': 'Benedict Cumberbatch'}, {'character': 'Peter Parker', 'name': 'Tom Holland'}, {'character': ""T'Challa"", 'name': 'Chadwick Boseman'}, {'character': 'Gamora', 'name': 'Zoe Saldana'}, {'character': 'Nebula', 'name': 'Karen Gillan'}, {'character': 'Loki', 'name': 'Tom Hiddleston'}, {'character': 'Vision', 'name': 'Paul Bettany'}, {'character': 'Wanda Maximoff', 'name': 'Elizabeth Olsen'}, {'character': 'Sam Wilson', 'name': 'Anthony Mackie'}]",Anthony Russo,Action,63.,2h 29min,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,Avengers: Infinity War,Joe Russo
"[{'character': 'Joe Gillis', 'name': 'William Holden'}, {'character': 'Norma Desmond', 'name': 'Gloria Swanson'}, {'character': 'Max Von Mayerling', 'name': 'Erich von Stroheim'}, {'character': 'Betty Schaefer', 'name': 'Nancy Olson'}, {'character': 'Sheldrake', 'name': 'Fred Clark'}, {'character': 'Morino', 'name': 'Lloyd Gough'}, {'character': 'Artie Green', 'name': 'Jack Webb'}, {'character': 'Undertaker', 'name': 'Franklyn Farnum'}, {'character': '1st Finance Man', 'name': 'Larry J. Blake'}, {'character': '2nd Finance Man', 'name': 'Charles Dayton'}, {'character': 'Cecil B. DeMille', 'name': 'Cecil B. DeMille'}, {'character': 'Hedda Hopper', 'name': 'Hedda Hopper'}, {'character': 'Buster Keaton', 'name': 'Buster Keaton'}, {'character': 'Anna Q. Nilsson', 'name': 'Anna Q. Nilsson'}, {'character': 'H. B. Warner', 'name': 'H.B. Warner'}]",Billy Wilder,Drama,60.,1h 50min,A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.,Sunset Blvd.,Charles Brackett
"[{'character': 'Col. Dax', 'name': 'Kirk Douglas'}, {'character': 'Cpl. Philippe Paris', 'name': 'Ralph Meeker'}, {'character': 'Gen. George Broulard', 'name': 'Adolphe Menjou'}, {'character': 'Gen. Paul Mireau', 'name': 'George Macready'}, {'character': 'Lt. Roget', 'name': 'Wayne Morris'}, {'character': 'Maj. Saint-Auban', 'name': 'Richard Anderson'}, {'character': 'Pvt. Pierre Arnaud', 'name': 'Joe Turkel'}, {'character': 'German Singer', 'name': 'Christiane Kubrick'}, {'character': 'Proprietor of Cafe', 'name': 'Jerry Hausner'}, {'character': 'Narrator of Opening Sequence', 'name': 'Peter Capell'}, {'character': 'Father Dupree', 'name': 'Emile Meyer'}, {'character': 'Sgt. Boulanger', 'name': 'Bert Freed'}, {'character': 'Pvt. Lejeune', 'name': 'Kem Dibbs'}, {'character': 'Pvt. Maurice Ferol', 'name': 'Timothy Carey'}, {'character': 'Shell-Shocked Soldier', 'name': 'Fred Bell'}]",Stanley Kubrick,Drama,59.,1h 28min,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",Paths of Glory,Stanley Kubrick
"[{'character': 'Leonard', 'name': 'Guy Pearce'}, {'character': 'Natalie', 'name': 'Carrie-Anne Moss'}, {'character': 'Teddy', 'name': 'Joe Pantoliano'}, {'character': 'Burt', 'name': 'Mark Boone Junior'}, {'character': 'Waiter', 'name': 'Russ Fega'}, {'character': ""Leonard's Wife"", 'name': 'Jorja Fox'}, {'character': 'Sammy Jankis', 'name': 'Stephen Tobolowsky'}, {'character': 'Mrs. Jankis', 'name': 'Harriet Sansom Harris'}, {'character': 'Doctor', 'name': 'Thomas Lennon'}, {'character': 'Dodd', 'name': 'Callum Keith Rennie'}, {'character': 'Blonde', 'name': 'Kimberly Campbell'}, {'character': 'Tattooist', 'name': 'Marianne Muellerleile'}, {'character': 'Jimmy', 'name': 'Larry Holden'}]",Christopher Nolan,Mystery,54.,1h 53min,A man with short-term memory loss attempts to track down his wife's murderer.,Memento,Christopher Nolan
"[{'character': 'Django', 'name': 'Jamie Foxx'}, {'character': 'Dr. King Schultz', 'name': 'Christoph Waltz'}, {'character': 'Calvin Candie', 'name': 'Leonardo DiCaprio'}, {'character': 'Broomhilda von Shaft', 'name': 'Kerry Washington'}, {'character': 'Stephen', 'name': 'Samuel L. Jackson'}, {'character': 'Billy Crash', 'name': 'Walton Goggins'}, {'character': 'Leonide Moguy', 'name': 'Dennis Christopher'}, {'character': 'Butch Pooch', 'name': 'James Remar'}, {'character': 'Mr. Stonesipher', 'name': 'David Steen'}, {'character': 'Cora', 'name': 'Dana Gourrier'}, {'character': 'Sheba', 'name': 'Nichole Galicia'}, {'character': 'Lara Lee Candie-Fitzwilly', 'name': 'Laura Cayouette'}, {'character': ""D'Artagnan"", 'name': 'Ato Essandoh'}, {'character': 'Rodney', 'name': 'Sammi Rotibi'}, {'character': ""Big Fred's Opponent"", 'name': 'Clay Donahue Fontenot'}]",Quentin Tarantino,Drama,58.,2h 45min,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.",Django Unchained,Quentin Tarantino
"[{'character': 'Colonel Walter E. Kurtz', 'name': 'Marlon Brando'}, {'character': 'Captain Benjamin L. Willard', 'name': 'Martin Sheen'}, {'character': 'Lieutenant Colonel Bill Kilgore', 'name': 'Robert Duvall'}, {'character': ""Jay 'Chef' Hicks"", 'name': 'Frederic Forrest'}, {'character': 'Lance B. Johnson', 'name': 'Sam Bottoms'}, {'character': ""Tyrone 'Clean' Miller"", 'name': 'Laurence Fishburne'}, {'character': 'Chief Phillips', 'name': 'Albert Hall'}, {'character': 'Colonel Lucas', 'name': 'Harrison Ford'}, {'character': 'Photojournalist', 'name': 'Dennis Hopper'}, {'character': 'General R. Corman', 'name': 'G.D. Spradlin'}, {'character': 'Jerry, Civilian', 'name': 'Jerry Ziesmer'}, {'character': 'Lieutenant Richard M. Colby', 'name': 'Scott Glenn'}, {'character': 'MP Sergeant #1', 'name': 'Bo Byers'}, {'character': ""Kilgore's Gunner"", 'name': 'James Keane'}, {'character': 'Mike from San Diego', 'name': 'Kerry Rossall'}]",Francis Ford Coppola,Drama,53.,2h 27min,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,Apocalypse Now,John Milius
"[{'character': 'Dallas', 'name': 'Tom Skerritt'}, {'character': 'Ripley', 'name': 'Sigourney Weaver'}, {'character': 'Lambert', 'name': 'Veronica Cartwright'}, {'character': 'Brett', 'name': 'Harry Dean Stanton'}, {'character': 'Kane', 'name': 'John Hurt'}, {'character': 'Ash', 'name': 'Ian Holm'}, {'character': 'Parker', 'name': 'Yaphet Kotto'}, {'character': 'Alien', 'name': 'Bolaji Badejo'}, {'character': 'Mother', 'name': 'Helen Horton'}]",Ridley Scott,Horror,52.,1h 57min,"After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",Alien,Dan O'Bannon
"[{'character': ""L.B. 'Jeff' Jefferies"", 'name': 'James Stewart'}, {'character': 'Lisa Carol Fremont', 'name': 'Grace Kelly'}, {'character': 'Det. Lt. Thomas J. Doyle', 'name': 'Wendell Corey'}, {'character': 'Stella', 'name': 'Thelma Ritter'}, {'character': 'Lars Thorwald', 'name': 'Raymond Burr'}, {'character': 'Miss Lonelyhearts', 'name': 'Judith Evelyn'}, {'character': 'Songwriter', 'name': 'Ross Bagdasarian'}, {'character': 'Miss Torso', 'name': 'Georgine Darcy'}, {'character': 'Woman on Fire Escape', 'name': 'Sara Berner'}, {'character': 'Man on Fire Escape', 'name': 'Frank Cady'}, {'character': 'Miss Hearing Aid', 'name': 'Jesslyn Fax'}, {'character': 'Newlywed', 'name': 'Rand Harper'}, {'character': 'Mrs. Emma Thorwald', 'name': 'Irene Winston'}, {'character': 'Newlywed', 'name': 'Havis Davenport'}]",Alfred Hitchcock,Mystery,50.,1h 52min,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,Rear Window,John Michael Hayes
"[{'character': 'Rick Blaine', 'name': 'Humphrey Bogart'}, {'character': 'Ilsa Lund', 'name': 'Ingrid Bergman'}, {'character': 'Victor Laszlo', 'name': 'Paul Henreid'}, {'character': 'Captain Louis Renault', 'name': 'Claude Rains'}, {'character': 'Major Heinrich Strasser', 'name': 'Conrad Veidt'}, {'character': 'Signor Ferrari', 'name': 'Sydney Greenstreet'}, {'character': 'Ugarte', 'name': 'Peter Lorre'}, {'character': 'Carl', 'name': 'S.Z. Sakall'}, {'character': 'Yvonne', 'name': 'Madeleine Lebeau'}, {'character': 'Sam', 'name': 'Dooley Wilson'}, {'character': 'Annina Brandel', 'name': 'Joy Page'}, {'character': 'Berger', 'name': 'John Qualen'}, {'character': 'Sascha', 'name': 'Leonid Kinskey'}, {'character': 'Pickpocket', 'name': 'Curt Bois'}]",Michael Curtiz,Drama,48.,1h 42min,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,Casablanca,Julius J. Epstein
"[{'character': 'Maria Di Vita - Younger', 'name': 'Antonella Attili'}, {'character': 'Spaccafico', 'name': 'Enzo Cannavale'}, {'character': 'Anna', 'name': 'Isa Danieli'}, {'character': 'Usher', 'name': 'Leo Gullotta'}, {'character': ""Salvatore 'Totò' Di Vita - Teenager"", 'name': 'Marco Leonardi'}, {'character': 'Maria Di Vita - Older', 'name': 'Pupella Maggio'}, {'character': 'Elena Mendola', 'name': 'Agnese Nano'}, {'character': 'Father Adelfio', 'name': 'Leopoldo Trieste'}, {'character': ""Salvatore 'Totò' Di Vita - Child"", 'name': 'Salvatore Cascio'}, {'character': 'Blacksmith', 'name': 'Tano Cimarosa'}, {'character': 'Village Idiot', 'name': 'Nicola Di Pinto'}, {'character': 'Lia', 'name': 'Roberta Lena'}, {'character': ""Peppino's Father"", 'name': 'Nino Terzo'}, {'character': ""Salvatore 'Totò' Di Vita - Adult"", 'name': 'Jacques Perrin'}, {'character': 'Alfredo', 'name': 'Philippe Noiret'}]",Giuseppe Tornatore,Drama,51.,2h 35min,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,Cinema Paradiso,Giuseppe Tornatore
"[{'character': 'Robert Angier', 'name': 'Hugh Jackman'}, {'character': 'Alfred Borden', 'name': 'Christian Bale'}, {'character': 'Cutter', 'name': 'Michael Caine'}, {'character': 'Julia McCullough', 'name': 'Piper Perabo'}, {'character': 'Sarah', 'name': 'Rebecca Hall'}, {'character': 'Olivia Wenscombe', 'name': 'Scarlett Johansson'}, {'character': 'Jess', 'name': 'Samantha Mahurin'}, {'character': 'Tesla', 'name': 'David Bowie'}, {'character': 'Alley', 'name': 'Andy Serkis'}, {'character': 'Judge', 'name': 'Daniel Davis'}, {'character': 'Prosecutor', 'name': 'Jim Piddock'}, {'character': 'Defender', 'name': 'Christopher Neame'}, {'character': 'Captain', 'name': 'Mark Ryan'}, {'character': 'Owens', 'name': 'Roger Rees'}, {'character': 'Sullen Warder', 'name': 'Jamie Harris'}]",Christopher Nolan,Drama,47.,2h 10min,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",The Prestige,Jonathan Nolan
"[{'character': 'Jill McBain', 'name': 'Claudia Cardinale'}, {'character': 'Frank', 'name': 'Henry Fonda'}, {'character': ""Manuel 'Cheyenne' Gutiérrez"", 'name': 'Jason Robards'}, {'character': 'Harmonica', 'name': 'Charles Bronson'}, {'character': 'Morton - Railroad Baron', 'name': 'Gabriele Ferzetti'}, {'character': 'Sam', 'name': 'Paolo Stoppa'}, {'character': ""Stony - Member of Frank's Gang"", 'name': 'Woody Strode'}, {'character': ""Snaky - Member of Frank's Gang"", 'name': 'Jack Elam'}, {'character': 'Sheriff - Auctioneer', 'name': 'Keenan Wynn'}, {'character': 'Brett McBain', 'name': 'Frank Wolff'}, {'character': 'Barman', 'name': 'Lionel Stander'}]",Sergio Leone,Western,49.,2h 45min,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,Once Upon a Time in the West,Sergio Donati
"[{'character': 'Seita', 'name': 'Tsutomu Tatsumi'}, {'character': 'Setsuko', 'name': 'Ayano Shiraishi'}, {'character': 'Mother', 'name': 'Yoshiko Shinohara'}, {'character': 'Aunt', 'name': 'Akemi Yamaguchi'}, {'character': 'Obayashi Chairman', 'name': 'Kôzô Hashida'}, {'character': 'Woman who takes care of Setsuko', 'name': 'Masayo Sakai'}, {'character': 'Cousin', 'name': 'Kazumi Nozaki'}, {'character': 'Gosaku', 'name': 'Yoshio Matsuoka'}, {'character': ""Aunt's house guest"", 'name': 'Masahiro Kanetake'}, {'character': 'Patrolman', 'name': 'Kiyoshi Yanagawa'}, {'character': 'Man who arrests Seita', 'name': 'Hajime Maki'}, {'character': 'Person in bank', 'name': 'Atsuo Omote'}, {'character': 'Station worker', 'name': 'Teruhisa Harita'}, {'character': 'Person in bank', 'name': 'Hiroshi Tanaka'}, {'character': 'Station worker', 'name': 'Michio Denpô'}]",Isao Takahata,Animation,45.,1h 29min,A young boy and his little sister struggle to survive in Japan during World War II.,Grave of the Fireflies,Akiyuki Nosaka
"[{'character': 'Philippe', 'name': 'François Cluzet'}, {'character': 'Driss', 'name': 'Omar Sy'}, {'character': 'Yvonne', 'name': 'Anne Le Ny'}, {'character': 'Magalie', 'name': 'Audrey Fleurot'}, {'character': 'La DRH société de courses', 'name': 'Joséphine de Meaux'}, {'character': 'Marcelle', 'name': 'Clotilde Mollet'}, {'character': 'Elisa', 'name': 'Alba Gaïa Bellugi'}, {'character': 'Adama', 'name': 'Cyril Mendy'}, {'character': 'Fatou', 'name': 'Salimata Kamate'}, {'character': 'Mina', 'name': 'Absa Diatou Toure'}, {'character': 'Antoine', 'name': 'Grégoire Oestermann'}, {'character': 'Amie de Philippe', 'name': 'Dominique Daguier'}, {'character': 'Ami de Philippe', 'name': 'François Caron'}, {'character': 'Albert', 'name': 'Christian Ameri'}, {'character': 'Bastien - dit le Plumeau', 'name': 'Thomas Solivérès'}]",Olivier Nakache,Biography,46.,1h 52min,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",The Intouchables,Éric Toledano
"[{'character': 'Billy', 'name': 'Leonardo DiCaprio'}, {'character': 'Colin', 'name': 'Matt Damon'}, {'character': 'Costello', 'name': 'Jack Nicholson'}, {'character': 'Dignam', 'name': 'Mark Wahlberg'}, {'character': 'Queenan', 'name': 'Martin Sheen'}, {'character': 'Mr. French', 'name': 'Ray Winstone'}, {'character': 'Madolyn', 'name': 'Vera Farmiga'}, {'character': 'Brown', 'name': 'Anthony Anderson'}, {'character': 'Ellerby', 'name': 'Alec Baldwin'}, {'character': 'Cousin Sean', 'name': 'Kevin Corrigan'}, {'character': 'Barrigan', 'name': 'James Badge Dale'}, {'character': 'Fitzy', 'name': ""David O'Hara""}, {'character': 'Delahunt', 'name': 'Mark Rolston'}, {'character': 'Lazio (FBI)', 'name': 'Robert Wahlberg'}, {'character': 'Gwen', 'name': 'Kristen Dalton'}]",Martin Scorsese,Crime,44.,2h 31min,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,The Departed,William Monahan
"[{'character': 'Maximus', 'name': 'Russell Crowe'}, {'character': 'Commodus', 'name': 'Joaquin Phoenix'}, {'character': 'Lucilla', 'name': 'Connie Nielsen'}, {'character': 'Proximo', 'name': 'Oliver Reed'}, {'character': 'Marcus Aurelius', 'name': 'Richard Harris'}, {'character': 'Gracchus', 'name': 'Derek Jacobi'}, {'character': 'Juba', 'name': 'Djimon Hounsou'}, {'character': 'Falco', 'name': 'David Schofield'}, {'character': 'Gaius', 'name': 'John Shrapnel'}, {'character': 'Quintus', 'name': 'Tomas Arana'}, {'character': 'Hagen', 'name': 'Ralf Moeller'}, {'character': 'Lucius', 'name': 'Spencer Treat Clark'}, {'character': 'Cassius', 'name': 'David Hemmings'}, {'character': 'Cicero', 'name': 'Tommy Flanagan'}, {'character': 'Tigris', 'name': 'Sven-Ole Thorsen'}]",Ridley Scott,Action,42.,2h 35min,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Gladiator,David Franzoni
"[{'character': 'Andrew', 'name': 'Miles Teller'}, {'character': 'Fletcher', 'name': 'J.K. Simmons'}, {'character': 'Jim Neimann', 'name': 'Paul Reiser'}, {'character': 'Nicole', 'name': 'Melissa Benoist'}, {'character': 'Ryan', 'name': 'Austin Stowell'}, {'character': 'Carl Tanner', 'name': 'Nate Lang'}, {'character': 'Uncle Frank', 'name': 'Chris Mulkey'}, {'character': 'Mr. Kramer', 'name': 'Damon Gupton'}, {'character': 'Aunt Emma', 'name': 'Suanne Spoke'}, {'character': 'Dorm Neighbor', 'name': 'Max Kasch'}, {'character': 'Dustin', 'name': 'Charlie Ian'}, {'character': 'Travis', 'name': 'Jayson Blair'}, {'character': 'Bassist (Nassau)', 'name': 'Kofi Siriboe'}, {'character': 'Assistant - Sophie', 'name': 'Kavita Patil'}, {'character': 'Metz', 'name': 'C.J. Vana'}]",Damien Chazelle,Drama,43.,1h 46min,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,Whiplash,Damien Chazelle
"[{'character': 'A Factory Worker', 'name': 'Charles Chaplin'}, {'character': 'A Gamin', 'name': 'Paulette Goddard'}, {'character': 'Cafe Proprietor', 'name': 'Henry Bergman'}, {'character': 'Big Bill', 'name': 'Tiny Sandford'}, {'character': 'Mechanic', 'name': 'Chester Conklin'}, {'character': 'Burglar', 'name': 'Hank Mann'}, {'character': ""Gamin's Father"", 'name': 'Stanley Blystone'}, {'character': 'President of the Electro Steel Corp.',
 'name': 'Al Ernest Garcia'}, {'character': 'Prison Cellmate', 'name': 'Richard Alexander'}, {'character': 'Minister', 'name': 'Cecil Reynolds'}, {'character': ""Minister's Wife"", 'name': 'Mira McKinney'}, {'character': 'J. Widdecombe Billows', 'name': 'Murdock MacQuarrie'}, {'character': 'Juvenile Officer', 'name': 'Wilfred Lucas'}, {'character': 'Sheriff Couler', 'name': 'Edward LeSaint'}, {'character': 'Cafe Head Waiter', 'name': 'Fred Malatesta'}]",Charles Chaplin,Comedy,38.,1h 27min,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Modern Times,Charles Chaplin
"[{'character': 'A Blind Girl', 'name': 'Virginia Cherrill'}, {'character': ""The Blind Girl's Grandmother"", 'name': 'Florence Lee'}, {'character': 'An Eccentric Millionaire', 'name': 'Harry Myers'}, {'character': ""The Millionaire's Butler"", 'name': 'Al Ernest Garcia'}, {'character': 'A Prizefighter', 'name': 'Hank Mann'}, {'character': 'A Tramp', 'name': 'Charles Chaplin'}]",Charles Chaplin,Comedy,41.,1h 27min,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.",City Lights,Charles Chaplin
"[{'character': 'Derek', 'name': 'Edward Norton'}, {'character': 'Danny', 'name': 'Edward Furlong'}, {'character': 'Doris', 'name': ""Beverly D'Angelo""}, {'character': 'Davina', 'name': 'Jennifer Lien'}, {'character': 'Seth Rya', 'name': 'Ethan Suplee'}, {'character': 'Stacey', 'name': 'Fairuza Balk'}, {'character': 'Sweeney', 'name': 'Avery Brooks'}, {'character': 'Murray', 'name': 'Elliott Gould'}, {'character': 'Cameron', 'name': 'Stacy Keach'}, {'character': 'Dennis', 'name': 'William Russ'}, {'character': 'Lamont', 'name': 'Guy Torry'}, {'character': 'Rasmussen', 'name': 'Joe Cortese'}, {'character': 'Little Henry', 'name': 'Jason Bose Smith'}, {'character': 'Lawrence', 'name': 'Antonio David Lyons'}, {'character': 'Mitch McCormick', 'name': 'Alex Sol'}]",Tony Kaye,Drama,40.,1h 59min,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,American History X,David McKenna
"[{'character': 'Zazu', 'name': 'Rowan Atkinson'}, {'character': 'Simba', 'name': 'Matthew Broderick'}, {'character': 'Young Nala', 'name': 'Niketa Calame-Harris'}, {'character': 'Ed', 'name': 'Jim Cummings'}, {'character': 'Shenzi', 'name': 'Whoopi Goldberg'}, {'character': 'Rafiki', 'name': 'Robert Guillaume'}, {'character': 'Scar', 'name': 'Jeremy Irons'}, {'character': 'Mufasa', 'name': 'James Earl Jones'}, {'character': 'Nala', 'name': 'Moira Kelly'}, {'character': 'Timon', 'name': 'Nathan Lane'}, {'character': 'Sarafina', 'name': 'Zoe Leader'}, {'character': 'Banzai', 'name': 'Cheech Marin'}, {'character': 'Pumbaa', 'name': 'Ernie Sabella'}, {'character': 'Sarabi', 'name': 'Madge Sinclair'}, {'character': 'Young Simba', 'name': 'Jonathan Taylor Thomas'}]",Roger Allers,Animation,39.,1h 28min,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",The Lion King,Rob Minkoff
"[{'character': 'Norman Bates', 'name': 'Anthony Perkins'}, {'character': 'Lila Crane', 'name': 'Vera Miles'}, {'character': 'Sam Loomis', 'name': 'John Gavin'}, {'character': 'Marion Crane', 'name': 'Janet Leigh'}, {'character': 'Det. Milton Arbogast', 'name': 'Martin Balsam'}, {'character': 'Sheriff Al Chambers', 'name': 'John McIntire'}, {'character': 'Dr. Fred Richman', 'name': 'Simon Oakland'}, {'character': 'Tom Cassidy', 'name': 'Frank Albertson'}, {'character': 'Caroline', 'name': 'Patricia Hitchcock'}, {'character': 'George Lowery', 'name': 'Vaughn Taylor'}, {'character': 'Mrs. Chambers', 'name': 'Lurene Tuttle'}, {'character': 'California Charlie', 'name': 'John Anderson'}, {'character': 'Highway Patrol Officer', 'name': 'Mort Mills'}]",Alfred Hitchcock,Horror,37.,1h 49min,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",Psycho,Joseph Stefano
"[{'character': 'Wladyslaw Szpilman', 'name': 'Adrien Brody'}, {'character': 'Dorota', 'name': 'Emilia Fox'}, {'character': 'Jurek', 'name': 'Michal Zebrowski'}, {'character': 'Henryk', 'name': 'Ed Stoppard'}, {'character': 'Mother', 'name': 'Maureen Lipman'}, {'character': 'Father', 'name': 'Frank Finlay'}, {'character': 'Halina', 'name': 'Jessica Kate Meyer'}, {'character': 'Regina', 'name': 'Julia Rayner'}, {'character': 'SS Slapping Father', 'name': 'Wanja Mues'}, {'character': 'Mr. Lipa', 'name': 'Richard Ridings'}, {'character': 'Feather Woman', 'name': 'Nomi Sharron'}, {'character': 'Man Waiting to Cross', 'name': 'Anthony Milner'}, {'character': 'Street Musician', 'name': 'Lucy Skeaping'}, {'character': 'Street Musician', 'name': 'Roddy Skeaping'}, {'character': 'Street Musician', 'name': 'Ben Harlan'}]",Roman Polanski,Biography,34.,2h 30min,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,The Pianist,Ronald Harwood
"[{'character': 'The Terminator', 'name': 'Arnold Schwarzenegger'}, {'character': 'Sarah Connor', 'name': 'Linda Hamilton'}, {'character': 'John Connor', 'name': 'Edward Furlong'}, {'character': 'T-1000', 'name': 'Robert Patrick'}, {'character': 'Dr. Silberman', 'name': 'Earl Boen'}, {'character': 'Miles Dyson', 'name': 'Joe Morton'}, {'character': 'Tarissa Dyson', 'name': 'S. Epatha Merkerson'}, {'character': 'Enrique Salceda', 'name': 'Castulo Guerra'}, {'character': 'Tim', 'name': 'Danny Cooksey'}, {'character': 'Janelle Voight', 'name': 'Jenette Goldstein'}, {'character': 'Todd Voight', 'name': 'Xander Berkeley'}, {'character': 'Twin Sarah', 'name': 'Leslie Hamilton Gearren'}, {'character': 'Douglas', 'name': 'Ken Gibbel'}, {'character': 'Cigar Biker', 'name': 'Robert Winley'}, {'character': 'Lloyd', 'name': 'Peter Schrum'}]",James Cameron,Action,36.,2h 17min,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son, John Connor, from a more advanced and powerful cyborg.",Terminator 2: Judgment Day,James Cameron
"[{'character': 'Marty McFly', 'name': 'Michael J. Fox'}, {'character': 'Dr. Emmett Brown', 'name': 'Christopher Lloyd'}, {'character': 'Lorraine Baines', 'name': 'Lea Thompson'}, {'character': 'George McFly', 'name': 'Crispin Glover'}, {'character': 'Biff Tannen', 'name': 'Thomas F. Wilson'}, {'character': 'Jennifer Parker', 'name': 'Claudia Wells'}, {'character': 'Dave McFly', 'name': 'Marc McClure'}, {'character': 'Linda McFly', 'name': 'Wendie Jo Sperber'}, {'character': 'Sam Baines', 'name': 'George DiCenzo'}, {'character': 'Stella Baines', 'name': 'Frances Lee McCain'}, {'character': 'Mr. Strickland', 'name': 'James Tolkan'}, {'character': 'Skinhead', 'name': 'J.J. Cohen'}, {'character': '3-D', 'name': 'Casey Siemaszko'}, {'character': 'Match', 'name': 'Billy Zane'}, {'character': 'Marvin Berry', 'name': 'Harry Waters Jr.'}]",Robert Zemeckis,Adventure,35.,1h 56min,"Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his close friend, the eccentric scientist Doc Brown.",Back to the Future,Robert Zemeckis
