cast,directors,genre,rating,runtime,summary,title,writers
"[{'character': 'Hanshiro Tsugumo', 'name': 'Tatsuya Nakadai'}, {'character': 'Motome Chijiiwa', 'name': 'Akira Ishihama'}, {'character': 'Miho Tsugumo', 'name': 'Shima Iwashita'}, {'character': 'Hikokuro Omodaka', 'name': 'Tetsurô Tanba'}, {'character': 'Tango Inaba', 'name': 'Masao Mishima'}, {'character': 'Hayato Yazaki', 'name': 'Ichirô Nakatani'}, {'character': 'Masakazu', 'name': 'Kei Satô'}, {'character': 'Jinai Chijiiwa', 'name': 'Yoshio Inaba'}, {'character': 'Retainer', 'name': 'Hisashi Igawa'}, {'character': 'Retainer', 'name': 'Tôru Takeuchi'}, {'character': 'Umenosuke Kawabe', 'name': 'Yoshirô Aoki'}, {'character': 'Seibei', 'name': 'Tatsuo Matsumura'}, {'character': 'Ii Clan Retainer', 'name': 'Akiji Kobayashi'}, {'character': None, 'name': 'Kôichi Hayashi'}, {'character': 'General', 'name': 'Ryûtarô Gomi'}]",Masaki Kobayashi,Action,32.,2h 13min,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",Hara-Kiri,Yasuhiko Takiguchi
"[{'character': 'Leon', 'name': 'Jean Reno'}, {'character': 'Stansfield', 'name': 'Gary Oldman'}, {'character': 'Mathilda', 'name': 'Natalie Portman'}, {'character': 'Tony', 'name': 'Danny Aiello'}, {'character': 'Malky', 'name': 'Peter Appel'}, {'character': '1st Stansfield Man', 'name': 'Willi One Blood'}, {'character': '2nd Stansfield Man', 'name': 'Don Creech'}, {'character': '3rd Stansfield Man', 'name': 'Keith A. Glascoe'}, {'character': '4th StansfieldMman', 'name': 'Randolph Scott'}, {'character': ""Mathilda's Father"", 'name': 'Michael Badalucco'}, {'character': ""Mathilda's Mother"", 'name': 'Ellen Greene'}, {'character': ""Mathilda's Sister"", 'name': 'Elizabeth Regen'}, {'character': ""Mathilda's Brother"", 'name': 'Carl J. Matusovich'}, {'character': 'Fatman', 'name': 'Frank Senger'}, {'character': 'Tonto', 'name': 'Lucius Wyatt Cherokee'}]",Luc Besson,Action,31.,1h 50min,"Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.",Léon: The Professional,Luc Besson
"[{'character': 'Paul Edgecomb', 'name': 'Tom Hanks'}, {'character': ""Brutus 'Brutal' Howell"", 'name': 'David Morse'}, {'character': 'Jan Edgecomb', 'name': 'Bonnie Hunt'}, {'character': 'John Coffey', 'name': 'Michael Clarke Duncan'}, {'character': 'Warden Hal Moores', 'name': 'James Cromwell'}, {'character': 'Eduard Delacroix', 'name': 'Michael Jeter'}, {'character': 'Arlen Bitterbuck', 'name': 'Graham Greene'}, {'character': 'Percy Wetmore', 'name': 'Doug Hutchison'}, {'character': ""'Wild Bill' Wharton"", 'name': 'Sam Rockwell'}, {'character': 'Dean Stanton', 'name': 'Barry Pepper'}, {'character': 'Harry Terwilliger', 'name': 'Jeffrey DeMunn'}, {'character': 'Melinda Moores', 'name': 'Patricia Clarkson'}, {'character': 'Toot-Toot', 'name': 'Harry Dean Stanton'}, {'character': 'Old Paul Edgecomb', 'name': 'Dabbs Greer'}, {'character': 'Elaine Connelly', 'name': 'Eve Brent'}]",Frank Darabont,Crime,29.,3h 9min,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",The Green Mile,Stephen King
"[{'character': 'Ki Taek', 'name': 'Kang-ho Song'}, {'character': 'Dong Ik', 'name': 'Sun-kyun Lee'}, {'character': 'Yeon Kyo', 'name': 'Yeo-jeong Cho'}, {'character': 'Ki Woo', 'name': 'Woo-sik Choi'}, {'character': 'Ki Jung', 'name': 'So-dam Park'}, {'character': 'Moon Gwang', 'name': 'Lee Jeong-eun'}, {'character': 'Chung Sook', 'name': 'Jang Hye-jin'}, {'character': 'Geun Se', 'name': 'Park Myeong-hoon'}, {'character': 'Da Hye', 'name': 'Ji-so Jung'}, {'character': 'Da Song', 'name': 'Hyun-jun Jung'}, {'character': 'Driver Yoon', 'name': 'Keun-rok Park'}, {'character': 'CEO of Pizza Place', 'name': 'Yi-Seo Jung'}, {'character': ""CEO's Brother of Pizza Place"", 'name': 'Jae-myeong Jo'}, {'character': 'Neighbor', 'name': 'Ik-han Jung'}, {'character': 'Drunk Person 1', 'name': 'Kyu-baek Kim'}]",Bong Joon Ho,Comedy,30.,2h 12min,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Parasite,Bong Joon Ho
"[{'character': 'McManus', 'name': 'Stephen Baldwin'}, {'character': 'Keaton', 'name': 'Gabriel Byrne'}, {'character': 'Fenster', 'name': 'Benicio Del Toro'}, {'character': 'Hockney', 'name': 'Kevin Pollak'}, {'character': 'Verbal', 'name': 'Kevin Spacey'}, {'character': 'Dave Kujan', 'name': 'Chazz Palminteri'}, {'character': 'Kobayashi', 'name': 'Pete Postlethwaite'}, {'character': 'Edie Finneran', 'name': 'Suzy Amis'}, {'character': 'Jack Baer', 'name': 'Giancarlo Esposito'}, {'character': 'Jeff Rabin', 'name': 'Dan Hedaya'}, {'character': 'Smuggler', 'name': 'Paul Bartel'}, {'character': 'Saul Berg', 'name': 'Carl Bressler'}, {'character': 'Fortier', 'name': 'Phillipe Simon'}, {'character': 'Renault', 'name': 'Jack Shearer'}, {'character': 'Dr. Plummer', 'name': 'Christine Estabrook'}]",Bryan Singer,Crime,33.,1h 46min,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",The Usual Suspects,Christopher McQuarrie
"[{'character': 'Captain Miller', 'name': 'Tom Hanks'}, {'character': 'Sergeant Horvath', 'name': 'Tom Sizemore'}, {'character': 'Private Reiben', 'name': 'Edward Burns'}, {'character': 'Private Jackson', 'name': 'Barry Pepper'}, {'character': 'Private Mellish', 'name': 'Adam Goldberg'}, {'character': 'Private Caparzo', 'name': 'Vin Diesel'}, {'character': 'T', 'name': 'Giovanni Ribisi'}, {'character': 'Corporal Upham', 'name': 'Jeremy Davies'}, {'character': 'Private Ryan', 'name': 'Matt Damon'}, {'character': 'Captain Hamill', 'name': 'Ted Danson'}, {'character': 'Sergeant Hill', 'name': 'Paul Giamatti'}, {'character': 'Lieutenant Colonel Anderson', 'name': 'Dennis Farina'}, {'character': 'Steamboat Willie', 'name': 'Joerg Stadler'}, {'character': 'Corporal Henderson', 'name': 'Max Martini'}, {'character': 'Toynbe', 'name': 'Dylan Bruno'}]",Steven Spielberg,Drama,26.,2h 49min,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Saving Private Ryan,Robert Rodat
"[{'character': 'Chihiro Ogino', 'name': 'Rumi Hiiragi'}, {'character': 'Haku', 'name': 'Miyu Irino'}, {'character': 'Yubaba', 'name': 'Mari Natsuki'}, {'character': 'Akio Ogino', 'name': 'Takashi Naitô'}, {'character': 'Yûko Ogino', 'name': 'Yasuko Sawaguchi'}, {'character': 'Aogaeru', 'name': 'Tatsuya Gashûin'}, {'character': 'Bô', 'name': 'Ryûnosuke Kamiki'}, {'character': 'Rin', 'name': 'Yumi Tamai'}, {'character': 'Bandai-gaeru', 'name': 'Yô Ôizumi'}, {'character': 'Kawa no Kami', 'name': 'Koba Hayashi'}, {'character': 'Chichiyaku', 'name': 'Tsunehiko Kamijô'}, {'character': 'Aniyaku', 'name': 'Takehiko Ono'}, {'character': 'Kamajî', 'name': 'Bunta Sugawara'}, {'character': None, 'name': 'Shigeru Wakita'}, {'character': None, 'name': 'Shirô Saitô'}]",Hayao Miyazaki,Animation,27.,2h 5min,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",Spirited Away,Hayao Miyazaki
"[{'character': 'Luke Skywalker', 'name': 'Mark Hamill'}, {'character': 'Han Solo', 'name': 'Harrison Ford'}, {'character': 'Princess Leia Organa', 'name': 'Carrie Fisher'}, {'character': 'Grand Moff Tarkin', 'name': 'Peter Cushing'}, {'character': 'Ben Obi-Wan Kenobi', 'name': 'Alec Guinness'}, {'character': 'C-3PO', 'name': 'Anthony Daniels'}, {'character': 'R2-D2', 'name': 'Kenny Baker'}, {'character': 'Chewbacca', 'name': 'Peter Mayhew'}, {'character': 'Darth Vader', 'name': 'David Prowse'}, {'character': 'Uncle Owen', 'name': 'Phil Brown'}, {'character': 'Aunt Beru', 'name': 'Shelagh Fraser'}, {'character': 'Chief Jawa', 'name': 'Jack Purvis'}, {'character': 'General Dodonna', 'name': 'Alex McCrindle'}, {'character': 'General Willard', 'name': 'Eddie Byrne'}, {'character': 'Red Leader', 'name': 'Drewe Henley'}]",George Lucas,Action,25.,2h 1min,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",Star Wars: Episode IV - A New Hope,George Lucas
"[{'character': 'George Bailey', 'name': 'James Stewart'}, {'character': 'Mary Hatch', 'name': 'Donna Reed'}, {'character': 'Mr. Potter', 'name': 'Lionel Barrymore'}, {'character': 'Uncle Billy', 'name': 'Thomas Mitchell'}, {'character': 'Clarence', 'name': 'Henry Travers'}, {'character': 'Mrs. Bailey', 'name': 'Beulah Bondi'}, {'character': 'Ernie', 'name': 'Frank Faylen'}, {'character': 'Bert', 'name': 'Ward Bond'}, {'character': 'Violet', 'name': 'Gloria Grahame'}, {'character': 'Mr. Gower', 'name': 'H.B. Warner'}, {'character': 'Sam Wainwright', 'name': 'Frank Albertson'}, {'character': 'Harry Bailey', 'name': 'Todd Karns'}, {'character': 'Pa Bailey', 'name': 'Samuel S. Hinds'}, {'character': 'Cousin Tilly', 'name': 'Mary Treen'}, {'character': 'Ruth Dakin', 'name': 'Virginia Patton'}]",Frank Capra,Drama,24.,2h 10min,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,It's a Wonderful Life,Frances Goodrich
"[{'character': 'Clarice Starling', 'name': 'Jodie Foster'}, {'character': 'FBI Instructor', 'name': 'Lawrence A. Bonney'}, {'character': 'Ardelia Mapp', 'name': 'Kasi Lemmons'}, {'character': 'Agent Burroughs', 'name': 'Lawrence T. Wrentz'}, {'character': 'Jack Crawford', 'name': 'Scott Glenn'}, {'character': 'Dr. Frederick Chilton', 'name': 'Anthony Heald'}, {'character': 'Barney', 'name': 'Frankie Faison'}, {'character': 'Friendly Psychopath', 'name': 'Don Brockett'}, {'character': 'Brooding Psychopath', 'name': 'Frank Seals Jr.'}, {'character': 'Miggs', 'name': 'Stuart Rudin'}, {'character': 'Dr. Hannibal Lecter', 'name': 'Anthony Hopkins'}, {'character': 'Young Clarice', 'name': 'Maria Skorobogatov'}, {'character': ""Clarice's Father"", 'name': 'Jeffrie Lane'}, {'character': 'Mr. Lang', 'name': 'Leib Lensky'}, {'character': ""Mr. Lang's Driver"", 'name': ""George 'Red' Schwartz""}]",Jonathan Demme,Crime,21.,1h 58min,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",The Silence of the Lambs,Thomas Harris
"[{'character': 'Guido', 'name': 'Roberto Benigni'}, {'character': 'Dora', 'name': 'Nicoletta Braschi'}, {'character': 'Giosué', 'name': 'Giorgio Cantarini'}, {'character': 'Zio', 'name': 'Giustino Durano'}, {'character': 'Ferruccio', 'name': 'Sergio Bini Bustric'}, {'character': 'Madre di Dora', 'name': 'Marisa Paredes'}, {'character': 'Dottor Lessing', 'name': 'Horst Buchholz'}, {'character': 'Guicciardini', 'name': 'Lidia Alfonsi'}, {'character': 'Direttrice Didattica', 'name': 'Giuliana Lojodice'}, {'character': 'Rodolfo', 'name': 'Amerigo Fontani'}, {'character': 'Bartolomeo', 'name': 'Pietro De Silva'}, {'character': 'Vittorino', 'name': 'Francesco Guzzo'}, {'character': 'Elena', 'name': 'Raffaella Lebboroni'}, {'character': 'Amico Rodolfo', 'name': 'Claudio Alfonsi'}, {'character': 'Prefetto', 'name': 'Gil Baroni'}]",Roberto Benigni,Comedy,23.,1h 56min,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and imagination to protect his son from the dangers around their camp.",Life Is Beautiful,Vincenzo Cerami
"[{'character': 'Somerset', 'name': 'Morgan Freeman'}, {'character': 'Dead Man at 1st Crime Scene', 'name': 'Andrew Kevin Walker'}, {'character': 'Detective Taylor at First Murder', 'name': 'Daniel Zacapa'}, {'character': 'Mills', 'name': 'Brad Pitt'}, {'character': 'Tracy', 'name': 'Gwyneth Paltrow'}, {'character': 'Officer Davis', 'name': 'John Cassini'}, {'character': 'Gluttony Victim', 'name': 'Bob Mack'}, {'character': ""Dr. O'Neill"", 'name': 'Peter Crombie'}, {'character': 'Dr. Santiago', 'name': 'Reg E. Cathey'}, {'character': 'Police Captain', 'name': 'R. Lee Ermey'}, {'character': ""Workman at Door of Somerset's Office"", 'name': 'George Christy'}, {'character': 'Cab Driver', 'name': 'Endre Hules'}, {'character': 'George the Night Guard at the Library',
 'name': 'Hawthorne James'}, {'character': 'First Guard at the Library', 'name': 'William Davidson'}, {'character': 'Second Guard at the Library', 'name': 'Bob Collins'}]",David Fincher,Crime,20.,2h 7min,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",Se7en,Andrew Kevin Walker
"[{'character': 'Buscapé - Rocket', 'name': 'Alexandre Rodrigues'}, {'character': ""Zé Pequeno - Li'l Zé"", 'name': 'Leandro Firmino'}, {'character': 'Bené - Benny', 'name': 'Phellipe Haagensen'}, {'character': ""Dadinho - Li'l Dice"", 'name': 'Douglas Silva'}, {'character': 'Cabeleira - Shaggy', 'name': 'Jonathan Haagensen'}, {'character': 'Sandro Cenoura - Carrot', 'name': 'Matheus Nachtergaele'}, {'character': 'Mané Galinha - Knockout Ned', 'name': 'Seu Jorge'}, {'character': 'Alicate - Clipper', 'name': 'Jefechander Suplino'}, {'character': 'Angélica', 'name': 'Alice Braga'}, {'character': 'Barbantinho - Stringy', 'name': 'Emerson Gomes'}, {'character': 'Barbantinho Adulto - Older Stringy', 'name': 'Edson Oliveira'}, {'character': 'Bené Criança - Young Benny', 'name': 'Michel Gomes'}, {'character': 'Berenice - Bernice', 'name': 'Roberta Rodrigues'}, {'character': 'Buscapé Criança - Young Rocket', 'name': 'Luis Otávio'}, {'character': 'Cabeção - Melonhead', 'name': 'Kiko Marques'}]",Fernando Meirelles,Crime,22.,2h 10min,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",City of God,Kátia Lund
"[{'character': 'Kikuchiyo', 'name': 'Toshirô Mifune'}, {'character': 'Kambei Shimada', 'name': 'Takashi Shimura'}, {'character': 'Shino', 'name': 'Keiko Tsushima'}, {'character': 'Wife', 'name': 'Yukiko Shimazaki'}, {'character': 'Farmer Manzo', 'name': 'Kamatari Fujiwara'}, {'character': 'Shichiroji', 'name': 'Daisuke Katô'}, {'character': 'Katsushiro', 'name': 'Isao Kimura'}, {'character': 'Heihachi', 'name': 'Minoru Chiaki'}, {'character': 'Kyuzo', 'name': 'Seiji Miyaguchi'}, {'character': 'Farmer Mosuke', 'name': 'Yoshio Kosugi'}, {'character': 'Farmer Yohei', 'name': 'Bokuzen Hidari'}, {'character': 'Gorobei Katayama', 'name': 'Yoshio Inaba'}, {'character': 'Farmer Rikichi', 'name': 'Yoshio Tsuchiya'}, {'character': 'Old Man Gisaku', 'name': 'Kokuten Kôdô'}, {'character': 'Thief', 'name': 'Eijirô Tôno'}]",Akira Kurosawa,Action,19.,3h 27min,A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,Seven Samurai,Akira Kurosawa
"[{'character': 'Luke Skywalker', 'name': 'Mark Hamill'}, {'character': 'Han Solo', 'name': 'Harrison Ford'}, {'character': 'Princess Leia', 'name': 'Carrie Fisher'}, {'character': 'Lando Calrissian', 'name': 'Billy Dee Williams'}, {'character': 'C-3PO', 'name': 'Anthony Daniels'}, {'character': 'Darth Vader', 'name': 'David Prowse'}, {'character': 'Chewbacca', 'name': 'Peter Mayhew'}, {'character': 'R2-D2', 'name': 'Kenny Baker'}, {'character': 'Yoda', 'name': 'Frank Oz'}, {'character': 'Ben (Obi-Wan) Kenobi', 'name': 'Alec Guinness'}, {'character': 'Boba Fett', 'name': 'Jeremy Bulloch'}, {'character': ""Lobot, Lando's Aide"", 'name': 'John Hollis'}, {'character': 'Chief Ugnaught', 'name': 'Jack Purvis'}, {'character': 'Snow Creature', 'name': 'Des Webb'}, {'character': 'Emperor', 'name': 'Clive Revill'}]",Irvin Kershner,Action,15.,2h 4min,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",Star Wars: Episode V - The Empire Strikes Back,Leigh Brackett
"[{'character': 'James Conway', 'name': 'Robert De Niro'}, {'character': 'Henry Hill', 'name': 'Ray Liotta'}, {'character': 'Tommy DeVito', 'name': 'Joe Pesci'}, {'character': 'Karen Hill', 'name': 'Lorraine Bracco'}, {'character': 'Paul Cicero', 'name': 'Paul Sorvino'}, {'character': 'Frankie Carbone', 'name': 'Frank Sivero'}, {'character': 'Sonny Bunz', 'name': 'Tony Darrow'}, {'character': 'Frenchy', 'name': 'Mike Starr'}, {'character': 'Billy Batts', 'name': 'Frank Vincent'}, {'character': 'Morris Kessler', 'name': 'Chuck Low'}, {'character': 'Tuddy Cicero', 'name': 'Frank DiLeo'}, {'character': 'Henny Youngman', 'name': 'Henny Youngman'}, {'character': 'Janice Rossi', 'name': 'Gina Mastrogiacomo'}, {'character': ""Tommy's Mother"", 'name': 'Catherine Scorsese'}, {'character': 'Vinnie', 'name': 'Charles Scorsese'}]",Martin Scorsese,Biography,17.,2h 26min,The story of,Goodfellas,Nicholas Pileggi
"[{'character': 'Murph (Older)', 'name': 'Ellen Burstyn'}, {'character': 'Cooper', 'name': 'Matthew McConaughey'}, {'character': 'Murph (10 Yrs.)', 'name': 'Mackenzie Foy'}, {'character': 'Donald', 'name': 'John Lithgow'}, {'character': 'Tom (15 Yrs.)', 'name': 'Timothée Chalamet'}, {'character': 'School Principal', 'name': 'David Oyelowo'}, {'character': 'Ms. Hanley', 'name': 'Collette Wolfe'}, {'character': 'Boots', 'name': 'Francis X. McCarthy'}, {'character': 'TARS', 'name': 'Bill Irwin'}, {'character': 'Brand', 'name': 'Anne Hathaway'}, {'character': 'Smith', 'name': 'Andrew Borba'}, {'character': 'Doyle', 'name': 'Wes Bentley'}, {'character': 'Williams', 'name': 'William Devane'}, {'character': 'Professor Brand', 'name': 'Michael Caine'}, {'character': 'Romilly', 'name': 'David Gyasi'}]",Christopher Nolan,Adventure,28.,2h 49min,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,Interstellar,Jonathan Nolan
